ID_Producto,nombre_limpio,cantidad_base,unidad_base,categoria_base
4309696,CAMARON CONGELADO LA RIVIERA COCIDO PELADO 100 200 BOLSA 200 G UNIDAD,"200,00",g,FRUTAS Y VERDURAS CONGELADAS
4309713,CAMARON CONGELADO LA RIVIERA CRUDO CON CASCARA 36 40 BOLSA 1 KG UNIDAD,"1,00",kg,FRUTAS Y VERDURAS CONGELADAS
4316020,CAMARON CONGELADO LA RIVIERA CRUDO PELADO 36 40 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4302556,CAMARON CONGELADO MR FROZEN 36 40 CON PIEL 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4308455,CAMARON CONGELADO MR FROZEN COCIDO PELADO 100 150 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4302573,CAMARON CONGELADO MR FROZEN COCIDO PELADO 100 200 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4308438,CAMARON CONGELADO MR FROZEN CRUDO PELADO 36 40 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4303219,CAMARON CONGELADO MR FROZEN PELADO 100 200 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4303491,CAMARON CONGELADO MULTI MARES 36 40 CON PIEL 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4303508,CAMARON CONGELADO MULTI MARES COCIDO PELADO 100 200 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4303525,CAMARON CONGELADO MULTI MARES CRUDO CON CASCARA 36 40 BOLSA 1 KG UNIDAD,"1,00",kg,FRUTAS Y VERDURAS CONGELADAS
4317686,CAMARON CONGELADO ODNFOOD COCIDO PELADO 100 150 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4317703,CAMARON CONGELADO ODNFOOD CRUDO PELADO 36 40 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4317771,CAMARON CONGELADO ODNFOOD ECUATORIANO CRUDO PELADO 36 40 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4317125,CAMARON CONGELADO PURO MAR ECUATORIANO CRUDO PELADO 36 40 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4317958,CAMARON CONGELADO RAPA NUI 36 40 CON PIEL 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4317975,CAMARON CONGELADO RAPA NUI CRUDO CON CASCARA 36 40 BOLSA 1 KG UNIDAD,"1,00",kg,FRUTAS Y VERDURAS CONGELADAS
4313538,CAMARON CONGELADO RAPA NUI ECUATORIANO CRUDO PELADO 36 40 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4308608,CAMARON CONGELADO SAN JOSE ECUATORIANO CRUDO PELADO 36 40 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4309458,CAMARON CONGELADO SEA GARDEN 36 40 CON PIEL 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4300958,CAMARON CONGELADO SEA GARDEN COCIDO PELADO 100 150 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4296470,CAMARON CONGELADO SEA GARDEN COCIDO PELADO 100 200 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4299972,CAMARON CONGELADO SEA GARDEN CRUDO CON CASCARA 36 40 BOLSA 1 KG UNIDAD,"1,00",kg,FRUTAS Y VERDURAS CONGELADAS
4310920,CAMARON CONGELADO SEA GARDEN CRUDO PELADO 36 40 CAJA 5 K UNIDAD,"5,00",k,FRUTAS Y VERDURAS CONGELADAS
4309475,CAMARON CONGELADO SEA GARDEN ECUATORIANO CRUDO PELADO 36 40 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4300006,CAMARON CONGELADO SEA GARDEN PELADO 100 200 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4294991,CAMARON CONGELADO SMART CHOICE FOR SMART CHEFS 36 40 CON PIEL 1 KILO UNIDAD,"1,00",kilo,FRUTAS Y VERDURAS CONGELADAS
4295008,CAMARON CONGELADO SMART CHOICE FOR SMART CHEFS COCIDO PELADO 100 200 BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4295025,CAMARON CONGELADO SMART CHOICE FOR SMART CHEFS COCIDO PELADO 100 200 BOLSA 200 G UNIDAD,"200,00",g,FRUTAS Y VERDURAS CONGELADAS
4295042,CAMARON CONGELADO SMART CHOICE FOR SMART CHEFS CRUDO CON CASCARA 36 40 BOLSA 1KGUNIDAD,,,FRUTAS Y VERDURAS CONGELADAS
4295416,CAMARON CONGELADO SMART CHOICE FOR SMART CHEFS ECUATORIANOCRUDOPELADO36 40BOLSA1KUNIDAD,,,FRUTAS Y VERDURAS CONGELADAS
4206421,CANELA ALMIFRUT ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4231666,CANELA ALMIFRUT ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4266363,CANELA BODEGA MARCELITA PRODUCTOS DE CALIDAD DESDE 1990 ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4265870,CANELA CATTLEYA ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4270902,CANELA DISA ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4270919,CANELA DISA ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4240489,CANELA DONA GUSTA ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4251522,CANELA EDRA ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4219647,CANELA EDRA ENTERA BOLSA 15 G UNIDAD,"15,00",g,
4219664,CANELA EDRA ENTERA SOBRE 15 G UNIDAD,"15,00",g,
4274438,CANELA EL HUERTO EMPORIO ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4274455,CANELA EL HUERTO EMPORIO ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4219511,CANELA GOURMET ENTERA BOLSA 15 G UNIDAD,"15,00",g,
4220021,CANELA GOURMET ENTERA SOBRE 15 G UNIDAD,"15,00",g,
4258373,CANELA JEIT ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4268981,CANELA MARCO POLO ENTERA BOLSA 15 G UNIDAD,"15,00",g,
4266312,CANELA MARCO POLO ENTERA SOBRE 15 G UNIDAD,"15,00",g,
4265921,CANELA MAYFIELD ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4265938,CANELA MAYFIELD ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4272993,CANELA NUESTRA COCINA ENTERA BOLSA 15 G UNIDAD,"15,00",g,
4275628,CANELA NUESTRA COCINA ENTERA SOBRE 15 G UNIDAD,"15,00",g,
4261433,CANELA PEHUEN ALIMENTOS ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4261450,CANELA PEHUEN ALIMENTOS ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4229915,CANELA SANTA FRUTA ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4231853,CANELA SANTA FRUTA ENTERA BOLSA 15 G UNIDAD,"15,00",g,
4229898,CANELA SANTA FRUTA ENTERA BOLSA 500 G UNIDAD,"500,00",g,
4240608,CANELA SANTA FRUTA ENTERA SOBRE 15 G UNIDAD,"15,00",g,
4265462,CANELA TELEFRUT ENTERA BOLSA 1 K UNIDAD,"1,00",k,
4269525,CANELA TOSTADURIA SALDANA ENTERA BOLSA 1 K UNIDAD,"1,00",k,ABARROTES
4269542,CANELA TOSTADURIA SALDANA ENTERA BOLSA 500 G UNIDAD,"500,00",g,ABARROTES
4199689,CANUTOS CAROZZI BOLSA 400 G UNIDAD,"400,00",g,
4231462,CANUTOS COLISEO BOLSA 400 G UNIDAD,"400,00",g,
4220191,CANUTOS LUCCHETTI BOLSA 400 G UNIDAD,"400,00",g,
4197751,CARACOLES ACONCAGUA BOLSA 400 G UNIDAD,"400,00",g,BEBIDAS
4197445,CARACOLES CAROZZI 5 K UNIDAD,"5,00",k,
4207016,CARACOLES CAROZZI BOLSA 400 G UNIDAD,"400,00",g,
4516418,CARACOLES LUCCHETTI 5 K UNIDAD,"5,00",k,
4220225,CARACOLES LUCCHETTI BOLSA 400 G UNIDAD,"400,00",g,
4222384,CARACOLES PARMA BOLSA 400 G UNIDAD,"400,00",g,
4247476,CARAMELO ALKA MENTA BOLSA 450 GR UNIDAD,"450,00",gr,
4210926,CARAMELO AMBROSOLI BOLSA 430 G UNIDAD,"430,00",g,
4215193,CARAMELO AMBROSOLI BOLSA 860 G UNIDAD,"860,00",g,
4212286,CARAMELO AMBROSOLI COYAC BOLSA 320 G UNIDAD,"320,00",g,
4524445,CARAMELO AMBROSOLI COYAC BOLSA 576 G UNIDAD,"576,00",g,
4524428,CARAMELO AMBROSOLI COYAC CON CHICLE BOLSA 408 G UNIDAD,"408,00",g,
4228691,CARAMELO AMBROSOLI DULCE BOLSA 360 G UNIDAD,"360,00",g,
4524462,CARAMELO AMBROSOLI MENTA BOLSA 430 GR UNIDAD,"430,00",gr,
4238228,CARAMELO ARBOLITO BOLSA 430 G UNIDAD,"430,00",g,
4234658,CARAMELO ARBOLITO BOLSA 860 G UNIDAD,"860,00",g,
4262368,CARAMELO ARCOR MENTA BOLSA 450 GR UNIDAD,"450,00",gr,
4256877,CARAMELO BON BON BUM COYAC BOLSA 480 G UNIDAD,"480,00",g,
4239435,CARAMELO BON BON BUM COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4215890,CARAMELO CALAF DULCE BOLSA 360 G UNIDAD,"360,00",g,
4227688,CARAMELO COLOMBINA BOLSA 860 G UNIDAD,"860,00",g,
4251267,CARAMELO COLOMBINA COYAC BOLSA 480 G UNIDAD,"480,00",g,
4227705,CARAMELO COLOMBINA COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4227722,CARAMELO COLOMBINA DULCE BOLSA 360 G UNIDAD,"360,00",g,
4516248,CARAMELO COLUMBIA COYAC BOLSA 320 G UNIDAD,"320,00",g,
4516265,CARAMELO COLUMBIA COYAC BOLSA 480 G UNIDAD,"480,00",g,
4516282,CARAMELO COLUMBIA COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4242444,CARAMELO DOS EN UNO COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4206098,CARAMELO FINI DULCE BOLSA 360 G UNIDAD,"360,00",g,
4252695,CARAMELO FRUGELE BOLSA 430 G UNIDAD,"430,00",g,
4271565,CARAMELO FRUGELE DULCE BOLSA 360 G UNIDAD,"360,00",g,
4514820,CARAMELO MENTAMASTIC MENTA BOLSA 450 GR UNIDAD,"450,00",gr,
4228402,CARAMELO OLD ENGLAND MENTA BOLSA 450 GR UNIDAD,"450,00",gr,
4239367,CARAMELO PIN POP COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4239928,CARAMELO SUNY DULCE BOLSA 360 G UNIDAD,"360,00",g,
4238245,CARAMELO YOGUETA COYAC BOLSA 320 G UNIDAD,"320,00",g,
4274761,CARAMELO YOGUETA COYAC CON CHICLE BOLSA 432 G UNIDAD,"432,00",g,
4210875,CARNE DE SOYA ALMIFRUT BOLSA 1 K UNIDAD,"1,00",k,CARNES
4266635,CARNE DE SOYA ALMIFRUT BOLSA 300 G UNIDAD,"300,00",g,CARNES
4244144,CARNE DE SOYA ALTO LA CRUZ BOLSA 1 K UNIDAD,"1,00",k,CARNES
4216859,CARNE DE SOYA GOURMET BOLSA 300 G UNIDAD,"300,00",g,CARNES
4198346,CARNE DE SOYA MI TIERRA BOLSA 300 G UNIDAD,"300,00",g,CARNES
4205724,CARNE DE SOYA SANTA FRUTA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4205741,CARNE DE SOYA SANTA FRUTA BOLSA 300 G UNIDAD,"300,00",g,CARNES
4244807,CARNE DE SOYA VEGANEASYMO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4245657,CARNE DE SOYA VEGANEASYMO BOLSA 300 G UNIDAD,"300,00",g,CARNES
4293818,CEBOLLA CONGELADA CUKIT PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4288939,CEBOLLA CONGELADA ENVERDURATE PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4288956,CEBOLLA CONGELADA ENVERDURATE PICADA EN CUBO BOLSA 250 G UNIDAD,"250,00",g,FRUTAS Y VERDURAS CONGELADAS
4292322,CEBOLLA CONGELADA FRUTOS DEL MAIPO PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4290146,CEBOLLA CONGELADA INTERAGRO PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4289245,CEBOLLA CONGELADA INTERAGRO PICADA EN CUBO BOLSA 250 G UNIDAD,"250,00",g,FRUTAS Y VERDURAS CONGELADAS
4296793,CEBOLLA CONGELADA MINUTO VERDE PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4293240,CEBOLLA CONGELADA MINUTO VERDE PICADA EN CUBO BOLSA 250 G UNIDAD,"250,00",g,FRUTAS Y VERDURAS CONGELADAS
4317397,CEBOLLA CONGELADA NUESTRA COCINA PICADA EN CUBO BOLSA 250 G UNIDAD,"250,00",g,FRUTAS Y VERDURAS CONGELADAS
4296266,CEBOLLA CONGELADA SABROFRIO PICADA EN CUBO BOLSA 1 K UNIDAD,"1,00",k,FRUTAS Y VERDURAS CONGELADAS
4296283,CEBOLLA CONGELADA SABROFRIO PICADA EN CUBO BOLSA 250 G UNIDAD,"250,00",g,FRUTAS Y VERDURAS CONGELADAS
4277158,CEBOLLA FRESCA AMARILLA GRANEL 1 K APROX UNIDAD,"1,00",k,
4277175,CEBOLLA FRESCA BLANCA GRANEL 1 K APROX UNIDAD,"1,00",k,
4511199,CEBOLLA FRESCA CON RS AMARILLA GRANEL 1 K APROX UNIDAD,"1,00",k,
4511216,CEBOLLA FRESCA CON RS BLANCA GRANEL 1 K APROX UNIDAD,"1,00",k,
4511233,CEBOLLA FRESCA CON RS MORADA GRANEL 1 K APROX UNIDAD,"1,00",k,
4277396,CEBOLLA FRESCA MORADA GRANEL 1 K APROX UNIDAD,"1,00",k,
4196119,CEBOLLA FRESCA PROCESADA AMARILLA EMBALADA 1 K APROX UNIDAD,"1,00",k,
4203565,CEBOLLA FRESCA PROCESADA BLANCA CUBO BOLSA 1 K UNIDAD,"1,00",k,
4200913,CEBOLLA FRESCA PROCESADA BLANCA CUBO BOLSA 5 K UNIDAD,"5,00",k,
4195269,CEBOLLA FRESCA PROCESADA BLANCA EMBALADA 1 K APROX UNIDAD,"1,00",k,
4220140,CEBOLLA FRESCA PROCESADA BLANCA ENTERA PELADA BOLSA 1 K UNIDAD,"1,00",k,
4218916,CEBOLLA FRESCA PROCESADA BLANCA ENTERA PELADA BOLSA 5 K UNIDAD,"5,00",k,
4218933,CEBOLLA FRESCA PROCESADA BLANCA PLUMA BOLSA 1 K UNIDAD,"1,00",k,
4214258,CEBOLLA FRESCA PROCESADA BLANCA PLUMA BOLSA 5 K UNIDAD,"5,00",k,
4196187,CEBOLLA FRESCA PROCESADA MORADA EMBALADA 1 K APROX UNIDAD,"1,00",k,
4194164,CEBOLLIN FRESCO LAVADO ATADO 1 K UNIDAD,"1,00",k,
4321772,CEBOLLIN PROCESADO ENTERO BOLSA 1 K UNIDAD,"1,00",k,
4310733,"CERDO EN CUBO CONGELADO AGROSUPER 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4301757,CERDO EN CUBO CONGELADO AGROSUPER BOLSA 1 K UNIDAD,"1,00",k,CARNES
4518373,"CERDO EN CUBO CONGELADO BILBAO 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4518900,CERDO EN CUBO CONGELADO BILBAO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4287341,CERDO EN CUBO CONGELADO CARNES ARAUCO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4286882,CERDO EN CUBO CONGELADO CARNES NUBLE BOLSA 1 K UNIDAD,"1,00",k,CARNES
4307741,CERDO EN CUBO CONGELADO DON CERDO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4316428,CERDO EN CUBO CONGELADO KARMAC BOLSA 1 K UNIDAD,"1,00",k,CARNES
4309730,"CERDO EN CUBO CONGELADO LA RIVIERA 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4316037,CERDO EN CUBO CONGELADO LA RIVIERA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4308625,"CERDO EN CUBO CONGELADO RAIHUEN 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4315425,CERDO EN CUBO CONGELADO RAIHUEN BOLSA 1 K UNIDAD,"1,00",k,CARNES
4313487,"CERDO EN CUBO CONGELADO SANTA SOFIA 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4313368,CERDO EN CUBO CONGELADO SANTA SOFIA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4296759,"CERDO EN CUBO CONGELADO SUPER CERDO 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4310155,CERDO EN CUBO CONGELADO SUPER CERDO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4517659,"CERDO EN CUBO CONGELADO SUSARON 1,5 CM BOLSA 1 K UNIDAD","1,00",k,CARNES
4517676,CERDO EN CUBO CONGELADO SUSARON BOLSA 1 K UNIDAD,"1,00",k,CARNES
4281510,CERDO EN CUBOS BOLSA 1 K UNIDAD,"1,00",k,CARNES
4301740,CERDO EN TIRAS CONGELADO AGROSUPER BOLSA 1 K UNIDAD,"1,00",k,CARNES
4518934,CERDO EN TIRAS CONGELADO BILBAO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4287800,CERDO EN TIRAS CONGELADO CARNES ARAUCO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4292645,CERDO EN TIRAS CONGELADO DON CERDO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4316785,CERDO EN TIRAS CONGELADO KARMAC BOLSA 1 K UNIDAD,"1,00",k,CARNES
4286406,CERDO EN TIRAS CONGELADO PROPAL BOLSA 1 K UNIDAD,"1,00",k,CARNES
4312824,CERDO EN TIRAS CONGELADO SANTA SOFIA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4307180,CERDO EN TIRAS CONGELADO SUPER CERDO BOLSA 1 K UNIDAD,"1,00",k,CARNES
4315527,CERDO EN TIRAS CONGELADO SUSARON BOLSA 1 K UNIDAD,"1,00",k,CARNES
4279963,CERDO MOLIDO 10% MATERIA GRASA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4280609,CERDO MOLIDO 6% MATERIA GRASA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4279980,CERDO MOLIDO 7% MATERIA GRASA BOLSA 1 K UNIDAD,"1,00",k,CARNES
4310325,CERDO MOLIDO CONGELADO AGROSUPER 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4310342,CERDO MOLIDO CONGELADO AGROSUPER 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4518781,CERDO MOLIDO CONGELADO BILBAO 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4287868,CERDO MOLIDO CONGELADO CARNES ARAUCO 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4287885,CERDO MOLIDO CONGELADO CARNES ARAUCO 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4309237,CERDO MOLIDO CONGELADO LA RIVIERA 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4309254,CERDO MOLIDO CONGELADO LA RIVIERA 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4313266,CERDO MOLIDO CONGELADO SANTA SOFIA 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4313283,CERDO MOLIDO CONGELADO SANTA SOFIA 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4299377,CERDO MOLIDO CONGELADO SUPER CERDO 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4316088,CERDO MOLIDO CONGELADO SUPER CERDO 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4518033,CERDO MOLIDO CONGELADO SUSARON 10% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4518050,CERDO MOLIDO CONGELADO SUSARON 4% BOLSA 1 K UNIDAD,"1,00",k,CARNES
4197275,CEREAL BEBE NESTUM 5 CEREALES CAJA 250 G UNIDAD,"250,00",g,
4216383,CEREAL BEBE NESTUM CHOCOLATE CAJA 250 G UNIDAD,"250,00",g,
4216400,CEREAL BEBE NESTUM FRUTILLA CAJA 250 G UNIDAD,"250,00",g,
4249788,CEREAL CHOCAPIC BOLSA ESTRELLAS 30 G UNIDAD,"30,00",g,
4203208,CEREAL CHOCAPIC BOLSA HOJUELAS CHOCOLATE 30 G UNIDAD,"30,00",g,
4259053,CEREAL CHOCAPIC CAJA HOJUELAS CHOCOLATE 250 G UNIDAD,"250,00",g,
4220854,CEREAL CHOCAPIC CAJA HOJUELAS CHOCOLATE 360 G UNIDAD,"360,00",g,
4230102,CEREAL CHOCAPIC CAJA HOJUELAS CHOCOLATE 600 G UNIDAD,"600,00",g,
4239452,CEREAL CHOCAPIC CAJA HOJUELAS CHOCOLATE 800 G UNIDAD,"800,00",g,
4239945,CEREAL COSTA CAJA HOJUELAS CHOCOLATE 360 G UNIDAD,"360,00",g,
4252950,CEREAL COSTA CAJA HOJUELAS CHOCOLATE 400 G UNIDAD,"400,00",g,
4226413,CEREAL COSTA MONO ROLLS CAJA HOJUELAS CHOCOLATE 400 G UNIDAD,"400,00",g,
4240013,CEREAL ECOVIDA SIN AZUCAR BOLSA 30 G UNIDAD,"30,00",g,ABARROTES
4272347,CEREAL EN BARRA COSTA 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,
4524734,CEREAL EN BARRA COSTA CHIPS CHOCOLATE 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,
4237871,CEREAL EN BARRA COSTA CHIPS CHOCOLATE CEREALBAR 18 G UNIDAD,"18,00",g,
4236511,CEREAL EN BARRA COSTA CHOCO CEREAL 18 G CAJA 8 BARRAS UNIDAD,"18,00",g,
4236120,CEREAL EN BARRA COSTA CHOCO CEREAL 18 G UNIDAD,"18,00",g,
4241186,CEREAL EN BARRA COSTA CHOCO CEREAL 21 G UNIDAD,"21,00",g,
4242954,CEREAL EN BARRA COSTA CHOCOLATE 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,
4243855,CEREAL EN BARRA COSTA CHOCOLATE 21 G UNIDAD,"21,00",g,
4235321,CEREAL EN BARRA COSTA CHOCOLATE CEREALBAR 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,
4236409,CEREAL EN BARRA COSTA CHOCOLATE CEREALBAR 21 G UNIDAD,"21,00",g,
4260532,CEREAL EN BARRA COSTA CHOCOLATE MAS LECHE 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,LACTEOS
4235882,CEREAL EN BARRA COSTA FRUTOS ROJOS+YOGHURT 21 G CAJA 8 BARRAS UNIDAD,"21,00",g,
4235474,CEREAL EN BARRA COSTA FRUTOS ROJOS+YOGHURT 21 G UNIDAD,"21,00",g,
4236035,CEREAL EN BARRA COSTA GOLDEN 18 G CAJA 8 BARRAS UNIDAD,"18,00",g,
4272160,CEREAL EN BARRA COSTA GOLDEN 18 G UNIDAD,"18,00",g,
4237922,"CEREAL EN BARRA GUALLARAUCO PINA, NARANJA Y ZANAHORIA 30 G CAJA 6 BARRAS UNIDAD","30,00",g,
4260838,CEREAL EN BARRA LIVEAN FRUTILLA 18 G CAJA 6 BARRAS UNIDAD,"18,00",g,
4236018,CEREAL EN BARRA LIVEAN FRUTOS ROJOS 25 G CAJA 6 BARRAS UNIDAD,"25,00",g,
4236137,CEREAL EN BARRA LIVEAN FRUTOS ROJOS BOLSA 22 G UNIDAD,"22,00",g,
4237242,CEREAL EN BARRA MIZOS CACAO COCO 35 G UNIDAD,"35,00",g,
4272143,CEREAL EN BARRA NATURE VALLEY MIEL 25 G CAJA 6 BARRAS UNIDAD,"25,00",g,
4237820,CEREAL EN BARRA NATURE'S HEART PROTEINA 30 G CAJA 6 BARRAS UNIDAD,"30,00",g,
4267485,CEREAL EN BARRA QUAKER CHOCOLATE 18 G CAJA 6 BARRAS UNIDAD,"18,00",g,
4249924,CEREAL EN BARRA QUAKER FRUTILLA 18 G UNIDAD,"18,00",g,
4236664,CEREAL EN BARRA QUAKER FRUTILLA 20 G UNIDAD,"20,00",g,
4237973,CEREAL EN BARRA QUAKER MANZANA 18 G CAJA 6 BARRAS UNIDAD,"18,00",g,
4260753,CEREAL EN BARRA QUAKER MANZANA 20 G UNIDAD,"20,00",g,
4260804,CEREAL EN BARRA TCONT CHOCOLATE 25 G CAJA 6 BARRAS UNIDAD,"25,00",g,
4260821,CEREAL EN BARRA TCONT CHOCOLATE 30 G CAJA 6 BARRAS UNIDAD,"30,00",g,
4260770,CEREAL EN BARRA TCONT CHOCOLATE BOLSA 22 G UNIDAD,"22,00",g,
4224152,CEREAL EN LINEA ARROZ INFLADO BOLSA 300 G UNIDAD,"300,00",g,ABARROTES
4257149,CEREAL EN LINEA CAJA ESTRELLAS 330 G UNIDAD,"330,00",g,
4264952,CEREAL EN LINEA CAJA HOJUELAS CHOCOLATE 360 G UNIDAD,"360,00",g,
4266057,CEREAL EN LINEA CAJA HOJUELAS CHOCOLATE 400 G UNIDAD,"400,00",g,
4215125,CEREAL ESTRELLITAS BOLSA ESTRELLAS 30 G UNIDAD,"30,00",g,
4228062,CEREAL ESTRELLITAS CAJA ESTRELLAS 330 G UNIDAD,"330,00",g,
4253681,CEREAL ESTRELLITAS CAJA ESTRELLAS 500 G UNIDAD,"500,00",g,
4258492,CEREAL FITNESS CAJA HOJUELAS CHOCOLATE 600 G UNIDAD,"600,00",g,
4254531,CEREAL FITNESS SIN AZUCAR BOLSA 30 G UNIDAD,"30,00",g,ABARROTES
4222197,CEREAL INTEGRAL MIZOS GALLETA DE ARROZ CON CHOCOLATE 20 G UNIDAD,"20,00",g,ABARROTES
4264799,CEREAL MONO ROLLS CAJA HOJUELAS CHOCOLATE 400 G UNIDAD,"400,00",g,
4206302,CEREAL NATUR ARROZ INFLADO BOLSA 100 G UNIDAD,"100,00",g,ABARROTES
4197173,CEREAL NATUR ARROZ INFLADO BOLSA 20 G UNIDAD,"20,00",g,ABARROTES
4215448,CEREAL NATUR ARROZ INFLADO BOLSA 300 G UNIDAD,"300,00",g,ABARROTES
4231292,CEREAL NESTLE BOLSA ESTRELLAS 30 G UNIDAD,"30,00",g,
4246439,CEREAL NESTLE BOLSA HOJUELAS CHOCOLATE 30 G UNIDAD,"30,00",g,
4239962,CEREAL NESTLE CAJA ESTRELLAS 330 G UNIDAD,"330,00",g,
4216553,CEREAL NESTLE CAJA ESTRELLAS 500 G UNIDAD,"500,00",g,
4240098,CEREAL NESTLE CAJA HOJUELAS CHOCOLATE 250 G UNIDAD,"250,00",g,
4240047,CEREAL NESTLE CAJA HOJUELAS CHOCOLATE 360 G UNIDAD,"360,00",g,
